262,480,
392,480,
330,480,
349,480,
262,480,
392,480,
330,480,
0,480,
262,480,
392,480,
330,480,
349,480,
262,480,
392,480,
262,480,
0,480,
262,480,
330,480,
392,480,
0,480,
262,480,
330,480,
440,480,
0,480,
262,480,
330,480,
497,480,
0,480,
262,480,
330,480,
262,480,
0,480,
294,480,
330,480,
349,480,
0,480,
330,480,
349,480,
392,480,
0,480,
392,480,
262,480,
294,480,
349,480,
497,480,
0,480,
497,480,
349,480,
392,480,
497,480,
497,480,
0,480,
880,540,
784,540,
659,540,
587,540,
0,480,
587,540,
659,540,
698,540,
0,480,
698,540,
784,540,
880,540,
0,480,
880,540,
523,540,
587,540,
698,540,
988,540,
988,540,
988,540,
880,540,
784,540,
0,540,
587,480,
497,480,
392,480,
0,480,
392,480,
497,480,
349,480,
0,480,
349,480,
440,480,
262,480,
0,480,
440,480,
262,480,
294,480,
0,480,
392,480,
440,480,
349,480,
0,480,
349,480,
294,480,
262,480,
0,480,
330,480,
392,480,
349,480,
0,480,
392,480,
330,480,
262,480,
0,480,
392,480,
330,480,
349,480,
0,480,
392,480,
262,480,
497,480,
587,480,
392,480,
